"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
"31711",-1.62860034856298,-0.000885113127511857,0.794057814008237,-0.107972933502182,-1.62008110096573,-0.0359516202258847,2.38849681792407,2.13249993061595,4.46314252542924,5.83940990023464,-0.286267462581233,2.56241016279846,3.38442278789706,-0.0576088062728932,-9.11002608957026,-0.00296855730342964,1.01066485778564,-0.067444237297755,-0.044379135769688,0.666327397599603,2.91227352579203,4.33683150511623
"38881",-1.25700774781419,-0.000804582604975476,0.825939705467256,-0.108293239290754,-1.62327235969439,-0.0335748939693758,2.84164027197118,1.0384101723329,4.00140777068759,3.21422451620532,-0.280612827876385,2.4941040057982,4.03542063897933,-0.0590276907378641,-9.49232992696188,-0.00287348963088677,1.16718476211559,-0.0554537906535268,-0.0558340469885542,0.592418615547646,2.69296548619138,4.42071656846349
"39389",-2.03323027819154,-0.000849162000145291,0.796682062596538,-0.108556094943962,-1.62338128477666,-0.0268295155488623,2.73924937990694,2.21798344804233,4.66051708119268,3.79527324679462,-0.278664775282984,2.24278519055474,3.45211387056269,-0.061936574232164,-9.42473446443081,-0.00306139011485549,1.15754359050742,-0.041372327834746,-0.0465427008055531,0.548697123751394,2.95418934001254,4.09764891121973
"40186",-0.379902610257989,-0.000841521135284261,0.825909823808572,-0.107689379277592,-1.62422512021339,-0.0345286631452624,2.96974518551639,0.117562961193233,4.52985459502848,3.52761295804646,-0.282532467066536,2.73546585096326,3.66972153347848,-0.059576539087648,-8.76032734474831,-0.00275119971692975,1.02915324683336,-0.0484323714908795,-0.0425391974049907,0.544110485382017,3.13035067383518,3.54973416464333
"41404",-3.0597565192469,-0.000866004240288047,0.84037199554916,-0.109920529298048,-1.61657155951278,-0.037270213040637,3.75634461562371,2.1091445076719,3.37726395571179,5.23018000977461,-0.287050038962082,2.81015148706742,3.53515051097463,-0.0531824698928858,-8.32389203403589,-0.00289361175812026,1.05355452958261,-0.0635256215166976,-0.0348693687627342,0.616036671391891,2.23829371943541,3.84115008734484
"42567",-2.16208412313881,-0.000831446082070748,0.801392613869011,-0.106009846708016,-1.63149234321562,-0.0380007050633474,2.7311890045364,2.35466066464442,4.15312073627043,5.44013435682032,-0.30365406047753,2.29512917188444,3.41977646527434,-0.0604434327513922,-8.04413740661305,-0.00254617845638169,0.865309631437349,-0.0688347641858436,-0.0483203376555798,0.610110353463064,2.82649212478596,4.12660314577494
"44680",-1.08953964497953,-0.000851015057382047,0.812230498802002,-0.105090776523592,-1.61958654474368,-0.0259384632316565,2.83314090974114,1.07388884725621,2.014375306479,5.79235816832326,-0.3044284653586,2.57123183141408,3.89908934691218,-0.0528986700444427,-8.7256502861173,-0.00310178469587332,0.879390036019332,-0.0452741792553323,-0.0645667940191606,0.590738841058608,2.17255799547866,4.95239756935462
"45128",-2.84813959174167,-0.000861418475308541,0.866489960769926,-0.109065506596363,-1.63113034284904,-0.0389183618976986,2.96224833405291,2.39089133688852,4.93434108818125,3.33593580136624,-0.283323384920154,2.86942079194169,3.4960712856798,-0.0615487097697022,-8.26494616635096,-0.00269128398418228,1.16919594483418,-0.0724059374211838,-0.0583806126571206,0.663457241955135,3.00363261871681,2.72633353713927
"46693",-0.156694329065081,-0.000859490409740403,0.78650668086104,-0.106346137475705,-1.62190075420164,-0.0383461299280289,3.0927405643573,0.0306807463835572,4.02571291794124,4.5845220079672,-0.278893127115528,2.30387827529355,3.45852834745662,-0.0548688718132144,-8.81426007250057,-0.00262964268112517,1.12813572224405,-0.0693432406332872,-0.0472626577601189,0.632039210278722,2.80821416856213,3.33251689318173
"48505",-2.83283876878106,-0.000850495204713363,0.802630839460778,-0.111127054263914,-1.62093527520753,-0.0277996342343316,3.00538043946659,2.59597912212031,4.52605600582319,5.6839753348168,-0.302633565065345,2.47325462880245,3.91602606535847,-0.0590036071392577,-9.08162813008095,-0.002906146519955,1.35876188868279,-0.0740547409674492,-0.054389944646993,0.602101100413445,2.8010972794685,2.9440936188623
"51478",-1.9343478852541,-0.000816399753499766,0.774323444460086,-0.110439652884801,-1.62184108532296,-0.0335773797253709,4.01577105956781,0.890631609806842,5.10495436039805,5.42449355703246,-0.28238447945373,2.86542758862363,3.6452753905155,-0.0524082576994961,-8.08984588218777,-0.00264545655585121,1.32365114760966,-0.0567231486108109,-0.060029833372651,0.5911408298086,2.58570369039539,1.97933561762367
"52055",-0.945625193417277,-0.000830501150952593,0.877648100106254,-0.109320433522416,-1.61792620966416,-0.0255038346339599,2.38458778379222,0.869128721445748,2.55042314617258,5.6310229687593,-0.304319765638567,2.75287923290377,3.63489540963181,-0.0563239060643188,-8.95030435564075,-0.00309776936026482,1.23710487928743,-0.0479270553683377,-0.0492234841438131,0.625627007662982,3.12883414394839,3.03245249199732
"53554",-0.953838911753747,-0.000826443610945664,0.810979977034058,-0.105948513671392,-1.63069082521117,-0.0264698037001334,2.77833280969255,0.954538284049686,2.03620528024053,4.47957275946536,-0.280088404500877,2.80104285010032,4.02775721729241,-0.0588073730265393,-9.3842675841913,-0.00314116762846131,1.10383194328036,-0.0406317781391024,-0.0381092327738441,0.632373245756285,2.98011171861751,4.16227594671117
"53674",-1.39095619146205,-0.000872694625671996,0.773246965881272,-0.10884847256112,-1.62724468571318,-0.0266622612196797,3.49178904228589,0.913217701722283,4.05681006556317,5.64570487442414,-0.28972379579918,2.62695250196844,3.69045666160589,-0.0543718292457099,-9.54137720923912,-0.00314524342983541,1.46709121838692,-0.0509162813870264,-0.0377122310042387,0.603671672795329,2.61727353833436,3.14320832761655
"54756",-1.381494962973,-0.000892529605487505,0.836584735937951,-0.108010228517465,-1.62454971187484,-0.0316483576794266,2.40009837913773,1.53933416748326,4.34825230773578,4.7345943971922,-0.272245438660858,2.54224043390764,3.79784457645545,-0.058785206723339,-9.44265856770099,-0.00220050195540011,0.923406301847539,-0.0493435947677806,-0.0563082443539233,0.621256326547633,2.93674649068825,4.5484087796275
"54805",-2.40313870336916,-0.000813425822521628,0.788289819044459,-0.111540516495825,-1.62431249357897,-0.0343650390502245,3.53070314473732,1.89465874674283,1.95098399055589,5.42965139499599,-0.277362084989295,2.73907069289666,3.38389258234425,-0.0614553653807857,-9.81634879187303,-0.00249200030503843,1.07214949747991,-0.0610081925856192,-0.0649347984119661,0.56846759928219,3.25960537509572,4.203910216691
"56378",-0.972703444680213,-0.000901343617861204,0.81206593780951,-0.111044239492426,-1.6165802277573,-0.0301189792434515,2.85631335087749,0.866883184993031,4.6252817567687,4.02177577938688,-0.303680135815373,2.78430254158543,4.05938209654096,-0.05769333319064,-9.08773616241968,-0.00315041921414223,1.2210254435387,-0.05350514244385,-0.0371160789661353,0.671281863618528,3.23039743235404,3.24771484461639
"57497",-1.88460413759882,-0.000846841901976182,0.882501529478756,-0.111910497537086,-1.62080897589959,-0.0299080926926171,2.9435384791839,1.51421540418844,2.71495084502292,4.81454012181179,-0.296980643938946,2.12040796263252,3.46358983778562,-0.0539497158858947,-8.03403052647575,-0.00296869402869382,1.05980001049439,-0.057452348789358,-0.0476268434424884,0.620529275306019,2.94277333411689,3.0637511167393
"57902",-1.3516420679307,-0.000860611478615661,0.782184422618061,-0.106390537850253,-1.63071376332298,-0.0377198707505994,2.36522529244563,1.91418382208903,4.38827379608461,5.42946104589191,-0.295650778428355,2.37874734458976,3.57341346719497,-0.0618134316993146,-9.22386028918011,-0.00306218654764757,1.30806694469423,-0.0718005687634664,-0.0388388934054585,0.547941736426007,3.19054576732236,2.74588123225207
"59758",-2.35582706237368,-0.000839252088221765,0.799596157768933,-0.111995607730743,-1.62809734122836,-0.0335072445540363,2.66112107845423,2.68379887802794,3.23505736880004,5.46779340414595,-0.296992929660903,2.12172340310774,3.71851190498209,-0.0606122093866558,-8.21318033796874,-0.00264602330208977,0.855804491329315,-0.0650863594846164,-0.0540398629972602,0.577628151045583,2.26591000992098,4.45109993166982
"60693",-0.211230202163984,-0.000856522220317867,0.846845610499234,-0.10592285295574,-1.63116849005019,-0.0373239309833084,2.39349471546139,0.586162336255213,3.72042823629492,5.44838529645991,-0.288092352201009,2.08949540081909,3.66337631018429,-0.0607416175868335,-9.49898994957823,-0.00308814622244596,0.929067187917014,-0.0370006446595406,-0.0666512964815175,0.558616049133797,3.14763972489841,4.74819122979809
"62169",-1.91053859562417,-0.000877275765049354,0.817566106601214,-0.109870651080762,-1.62588595604097,-0.0353204401062601,3.02406786046463,1.66933756374231,3.36492328570849,4.11258667069876,-0.28036626577978,2.57006922502315,3.92682922842708,-0.0612070249970601,-8.64381421498674,-0.0028537642635783,1.30205559395946,-0.0755131430155611,-0.0488703783765031,0.648197730062603,2.58051466929535,2.89251272649186
"62341",-2.49157531717735,-0.000835157154941649,0.800759685158813,-0.103946151350662,-1.61790139101677,-0.0377040584929458,3.38099845732214,1.92747839444238,2.04491446896735,5.19874919491654,-0.276594125153146,2.53709255713951,3.52216602676762,-0.0583093250516612,-9.77103597674996,-0.00216944409658906,0.983970660131715,-0.0541378428556008,-0.0393144061111494,0.613360436050127,2.7003902675823,4.85085509578295
"63309",-1.23590459021567,-0.000812861045096377,0.790684915268923,-0.106161910055822,-1.62524709305502,-0.029910406407324,2.64774891924897,1.24149506921693,4.24803131777917,5.34968599340677,-0.276990922677747,2.75233861537922,3.93517832087171,-0.0612172436752016,-8.19144405345486,-0.00235853158237512,1.05048046642619,-0.0522740917527645,-0.0571829278008667,0.616505016453098,2.25272807507882,3.69256088488315
"65410",-0.619517077276117,-0.000782526740738384,0.769634100199041,-0.111252275974831,-1.62309708028106,-0.0281778732819514,3.62236285988569,0.116818243654043,4.98688755251193,4.14756300864646,-0.280366542394295,2.32310305306488,4.01143805245341,-0.0575671476890272,-8.48159744735791,-0.00301189486430186,1.36618270922338,-0.0596758474520878,-0.0429009626406429,0.648279092506866,2.27166910875906,2.440520384697
"65442",-0.98331258673512,-0.000887735877696892,0.770251081831141,-0.104074953822679,-1.6284410274495,-0.0296972112427422,2.74729432171835,1.32842970294895,2.83687314001223,6.15624154127325,-0.302436031064605,2.47147389838379,3.96404557197227,-0.0613869013782694,-8.958347977927,-0.00316108396598427,1.10509592157358,-0.0404849337335787,-0.0523283185654166,0.652376183820099,3.1608670110164,3.17192498413114
"65977",-0.379154118536078,-0.000873238867963785,0.786576279027545,-0.111768869295267,-1.61709754102355,-0.0297145662576341,2.69784685290908,0.458092302171929,3.73014562313839,6.35423026806437,-0.284477147742445,2.54120709514538,3.49360208875989,-0.058745535058982,-8.87334294330237,-0.00188880714215832,0.836043328286252,-0.06396539052144,-0.0618286111444639,0.543674403805184,2.46839036171724,4.92616986229764
"66566",-1.64132252331141,-0.000815395902598117,0.852908795637132,-0.110100059726208,-1.61835665120509,-0.0353110801490975,3.00007737784877,1.30494651792294,2.74765511891821,5.11833763069875,-0.280636365416074,2.36622410118572,3.83193804877863,-0.0615943567208526,-9.04336528936374,-0.00302600960598888,1.13266962650077,-0.075507342346969,-0.0435528769168657,0.647655176123945,2.89027613678265,3.58312902858287
"66775",-0.995498891695159,-0.000787232752742372,0.852263606219953,-0.106276625210673,-1.62321219392206,-0.0275929323704768,3.784599760492,0.00945853430205851,3.40514225758077,5.4411984656195,-0.302492544820996,2.55053448354468,3.56864535790937,-0.0545331733542436,-8.11632236874003,-0.00259414699165221,0.81871453069248,-0.0456626341276306,-0.0614194490031892,0.670077690524595,2.27483258015831,4.44576180266055
"67537",-1.29562934995125,-0.000863402922764454,0.856609248797845,-0.10977412018768,-1.62901804178754,-0.0284045267630892,2.94165319070982,1.07724153970643,3.26473084647964,6.29671989724313,-0.287622580994056,2.14141145118343,3.55611212886889,-0.0538232980412737,-8.87394715609201,-0.00260634432179474,0.897511575284862,-0.037286065407859,-0.0371548825745386,0.660721584011899,3.0014009215714,4.21893448803077
"68322",-0.784987504733272,-0.000808497994830806,0.806250221189204,-0.105403780908087,-1.6212769441772,-0.0271984963474443,3.37552461959219,0.270870877384744,4.43749030923641,4.35350955614777,-0.293360591525444,2.85480505783293,3.80563029802307,-0.0600987669752366,-9.0543392345009,-0.00281888320375127,0.962139785682074,-0.0469078332619762,-0.0596805360516429,0.616652881264213,2.50698670264855,4.73510224064078
"68548",-1.74650051116502,-0.000797797559972016,0.808036088928092,-0.106574538735697,-1.6277169129105,-0.0324121551681343,3.53553006835246,1.19037358789051,2.23421485368545,2.89808792206089,-0.288461344517307,2.55452364154852,3.43394606805272,-0.0546061770665181,-8.89528502022957,-0.00277152371031893,0.868294606280518,-0.0447850179904628,-0.0541751450740423,0.587094424556288,2.63042432754126,4.94542693666886
"68775",-0.779298227318989,-0.000880923977027933,0.790409227710384,-0.104957015018325,-1.62078051817613,-0.0323716506148497,2.88371122724444,0.698114758159567,3.07662947462959,5.51613285046042,-0.274033990041867,2.74384310159193,3.42338874182816,-0.0610706356899525,-8.99894323318594,-0.00303285653026708,1.37378233713895,-0.0377751914175856,-0.0359986199069298,0.575563363434076,2.30583516756347,3.20062884331093
"69570",-2.17799820071642,-0.000820692347749331,0.766438832933555,-0.108381275606608,-1.6183200351128,-0.0294839781837149,3.64044325437511,1.61804097061457,4.17713351222197,5.20009519543253,-0.278269952068016,2.87787268479898,3.64040784766189,-0.0538482085720373,-8.50003976063285,-0.00229998738933868,0.836729306722983,-0.0512745189207026,-0.0363844216961436,0.606540662783129,2.60970537501885,4.36964328810149
"70162",-2.6745306498765,-0.000857881793892668,0.811840529254464,-0.104329481899709,-1.62159425783407,-0.0322265951654903,3.61436754745236,2.02496152833381,3.94059034922929,5.5339959891835,-0.298106970874722,2.71751594137293,3.66661326105362,-0.052775898719858,-9.3796671377993,-0.00286185581733034,0.900338137757988,-0.0407641948217403,-0.0552073702619272,0.621503710826064,3.28603783498266,4.88105371798681
"71306",-2.89651035811417,-0.00086171928743962,0.882598896244398,-0.104346030095734,-1.62293749834569,-0.0254022996382,3.85188842699921,1.54209828356697,2.72916531681652,6.01979322971372,-0.295845509325986,2.85511897218208,3.58001759845174,-0.0550130807135903,-9.73387281137738,-0.00265718364114641,1.24632044995741,-0.0605998052217859,-0.0567766629957276,0.652220895872295,2.69862898001852,4.03106213742919
"72407",-2.01197604694436,-0.000797022188880276,0.800092109064099,-0.107885902864084,-1.62824755363534,-0.0326369009500544,3.25061264472329,1.54391225715459,3.36116753286021,4.18633678408521,-0.30213105382303,2.79217268985512,3.44433333974401,-0.0525796216518033,-8.08078506812706,-0.00254411129396449,1.14561409449134,-0.042816338593427,-0.0635652179026806,0.58807536584528,2.28585782758348,2.96021101672564
"74121",-0.754060487256212,-0.000888085870754802,0.770349616470281,-0.107419934023661,-1.6282753682221,-0.034656571049312,2.94954950041413,0.761529498550074,2.12295395248512,4.01526681418154,-0.301402762122181,2.39770074130372,4.07770105827731,-0.0607538185966517,-9.35981516948024,-0.0022828067296052,1.02985985629467,-0.0604482017314181,-0.0583120187500281,0.59057851442759,3.33162682262737,3.8656691252287
"75740",-0.761146356053018,-0.000797165920839135,0.778175652955342,-0.104269091728515,-1.62085087554295,-0.0265991373209528,2.93837278209703,0.886226084649991,1.76297709847176,4.77911145877536,-0.292387755932599,2.12918959895829,3.60311295258498,-0.0607186839407755,-9.1879334758466,-0.00289543779490776,1.18162806585192,-0.0412235252082441,-0.0350514906915759,0.613517907652894,3.17417921992713,2.99527089898426
"77672",-1.99784776986784,-0.000838080093876605,0.822889099219882,-0.10989986149531,-1.6183405356384,-0.0343036227281139,2.40820351200442,2.0658410910154,4.79772605392645,5.70141151597626,-0.298280412462928,2.5894831338589,3.93721768591191,-0.0554315955191693,-8.87024003242756,-0.00204281888490431,0.867845668066837,-0.0571008627868156,-0.0510050535003002,0.62198938790735,2.94553577130647,4.46002363280733
"77760",-2.10268901329987,-0.000824561704992854,0.878626149539419,-0.111015738601495,-1.62598702741603,-0.0316860863303344,3.68180286455033,1.11088497950133,4.53076884636159,4.75298118403303,-0.275691626682715,2.79155798509334,3.41938699819151,-0.0613380145445201,-8.25367646894115,-0.00294603276110666,1.02318512956972,-0.0740608419126662,-0.0551303216659161,0.646839270987709,2.52121979423558,3.79301209780903
"78958",-2.55393037098413,-0.000878864868741066,0.797633444406361,-0.109142064995856,-1.62299076436054,-0.0286335868106274,2.77515854601768,2.57084121006738,5.0246153683004,5.92131694507251,-0.277944342926597,2.70850659301978,3.78185547116928,-0.0603573738156801,-8.80929019752192,-0.00247966264743559,0.968710219758663,-0.0731416273308654,-0.053685913895131,0.5691281115044,3.30113821643816,4.09882880529892
"80978",-2.25439015939206,-0.000834345500044661,0.860080594117668,-0.104079095469609,-1.61607257434499,-0.0337597560873973,2.47305223606256,2.25964619392313,5.06014854203966,4.53340141412898,-0.276322914458301,2.29117146783813,3.94171709834488,-0.0553031881810691,-9.44924444187467,-0.00268572480859573,1.01364697607017,-0.0463212193218432,-0.0333820353743366,0.563369315785595,3.05357607888433,4.17658548964557
"81998",-2.12664931669389,-0.000877128890100947,0.860107555197363,-0.111169753286991,-1.61696173953142,-0.0313424500941033,3.35006094772165,1.34277852015382,2.8509550718039,6.21132870695243,-0.301206436885051,2.83038911682456,3.55954439777979,-0.0632436204382877,-9.10064946799788,-0.00286601161281587,1.32344365263308,-0.0608186616475607,-0.0419809422143748,0.62764279763785,3.31518842581038,2.7144774955511
"82852",-2.82319169937635,-0.000796045406546168,0.777097130256585,-0.110313294658723,-1.62706241220106,-0.0249067452029216,3.09679838207297,2.66158179118361,3.6812830662322,6.29045114812704,-0.290505660740807,2.22176688514588,3.44974332455099,-0.0551003542647322,-8.43047489172936,-0.00231215391145379,1.13059263768929,-0.036773149151315,-0.0492151387922815,0.601569615696446,2.88037805483834,2.76427840562159
"82926",-1.45965851537286,-0.000811926608240819,0.79902898058813,-0.108952363143685,-1.63037398043049,-0.0283561213888088,2.36526632243322,1.48306767034267,4.62389335306856,4.50407233698382,-0.284029849646979,2.48550877128574,3.76121376852562,-0.0623951667131284,-8.23448867991119,-0.00208838187222301,1.33661761478688,-0.0732658657227814,-0.0391729020942229,0.602125908373793,2.53065853284964,2.19334935654938
"83053",-2.0375843143636,-0.000782032668215522,0.785892606653221,-0.108904065628949,-1.62749199736396,-0.0387153198929392,2.36433585724065,2.48128708740454,2.75168277014291,6.09761844332616,-0.272376198349455,2.33869502674552,3.60151780492476,-0.0540198751748831,-8.15285946562894,-0.00262220976644701,0.868650958532002,-0.060833149063726,-0.0539058981575603,0.559561118621498,2.50005369646824,4.44464210350346
"83684",-3.00774210564135,-0.000809720310555385,0.823271132693918,-0.109822042231761,-1.62764685333597,-0.0273787488713907,3.13653066135095,2.60914298910828,2.83602039165607,6.30160111507314,-0.290658047166521,2.35628677564149,3.92648826092412,-0.0612061101840789,-9.23362560582241,-0.00246113239265099,1.00626760671801,-0.0686144153007149,-0.0638181939309392,0.545245420849281,2.64558878543773,4.60682444172773
"84570",-1.14887019937343,-0.000884166316404795,0.841257203274474,-0.104624121908644,-1.63183300752108,-0.034992147423795,2.99658205528867,0.802080604878318,3.16191864974973,5.04106520729639,-0.279039564394958,2.50292070075641,3.91921878919126,-0.0544287164717175,-8.37443632197804,-0.00263572857229768,1.04471897091504,-0.0403694999862609,-0.0459226251401383,0.575309744516075,3.22669504241037,3.2360814522379
"86216",-0.502396628700395,-0.000859016775435072,0.778825171393604,-0.108765899860708,-1.61806892726059,-0.030151741338914,3.32897228985937,0.0220687194841006,3.34051233852912,5.14776766878854,-0.276884702607968,2.8399382968957,3.79610180205301,-0.057162794575426,-8.0049558194958,-0.00263271032221025,1.22680340228708,-0.0616375146822604,-0.0449432931731381,0.575879443418229,2.35686553771844,2.64824491466593
